AELNORSU;LUESNORA
BDEELNNU;BLUNDENE BULNENDE BUNDELEN BUNDLENE
ABGLRUVY;BLYGRUVA
BDEHLORY;BLYHODER
BLORSTTY;BLYTROST
BDEELNRÆ;BLÆRENDE
ABLMRTVÅ;BLÅVARMT
ABDDEEOR;BOARDEDE
BEFKKORS;BOKFERSK
BEEFHKOT;BOKHEFTE
BDEKOORT;BOKORDET
BEKMNOOR;BOKORMEN
BEGKNOOS;BOKSOGEN
BDEELLNO;BOLLENDE
ABDGINNO;BONDINGA
BDEINNOU;BONINDUE
ABBDENOR;BORDBENA
ABDKNOOR;BORDKONA
BDNOPRTY;BORDPYNT
BENOOPRS;BORESPON
ABFLLORT;BORTFALL
BDEORTTØ;BORTØDET BORTØDTE DOBØTTER RØDBOTET
BEFNOORT;BOTFOREN FORBOTEN
BEFLLNOT;BOTNFELL
BLNOSTTØ;BOTNLØST
ABDGGINR;BRAGDING
ABEERRSS;BRASSERE
BDDEEIRS;BREDSIDE
BDEENRRØ;BREDØREN BRØDRENE NEDBØRER
BEEEILMR;BREIEMEL
BEEEKRSV;BREVESKE
BGIILNOR;BROILING
AABKNORR;BROKRANA KRANBROA
BEJORSTT;BROTSJET
BDDENRTU;BRUDDENT
ABLNRSUU;BRUNSULA SUBLUNAR
BDENRUYØ;BRUNØYDE RUNDBØYE UNDERBØY
BEKRRSUØ;BRUSKØER BUKSERØR BØRSUKER ØREBRUSK
BEMRRSTY;BRYSTREM
BEMRSTÅØ;BRÅMØTES
ABNRSSTÅ;BRÅSTANS
ABPRSTUÅ;BRÅSTUPA
BEKKOSTU;BUESTOKK TUBESOKK
BEKLPTUØ;BUKLØPET
ABEHLTTU;BULEHATT
ABGIKNNU;BUNKINGA
ABFNNSTU;BUNNFAST
BEFLNNTU;BUNNFELT
ABDKLNNU;BUNNKALD
ABGMNNRU;BUNNMARG
ABLRSSUV;BURSSVAL
BEEMNNSU;BUSEMENN
ABKMNNSU;BUSKMANN
BDENOSSU;BUSSDOEN
BEFKNRYØ;BYFRØKEN
BEFGLRUY;BYFUGLER FLYGEBUR
BEEFNTUY;BYFUTENE
ABEGNSSY;BYGASSEN
BEEGHLRY;BYHELGER
ABEENPVY;BYPAVENE
BEINRRUY;BYRUINER RUINBYER
BEFINRSÆ;BÆRFISEN
BEENRTUÆ;BÆRTUENE
ABDEGRRØ;BØGARDER
BDENNORØ;BØNNEORD NØDBROEN
ABDIRRSØ;BØRSRAID RISBRØDA
BEERSTTÅ;BÅTRESET BÅTSETER
ABCEEMNR;CAMBEREN CAMBERNE
ACEENNRT;CARNETEN
ACEELOPR;CEPOLAER
ACEJNORS;CESJONAR
ABCEKNSU;CUBANSKE
ACDEINRY;CYANIDER
ADEGGRTY;DAGGRYET
ADELLMPS;DAMSPELL
AADELRTÆ;DATALÆRE
AADEIMTT;DATATIME MATETIDA
AADGINTT;DATATING
ADIIKSTV;DATIVISK
ADERTUVÆ;DAUVÆRET
ADEGIRVÆ;DEIGRÆVA
DDEGIKNO;DEKODING
DEIILMRU;DELIRIUM
AADELNNV;DELNAVNA VANDALEN VANNDELA VELDANNA
DEEINNTT;DENTINET NETTIDEN NITTENDE TENNETID
DEEEILPR;DEPILERE
ADDEEIMT;DIADEMET
ADDEILMO;DIADEMLO
DGIIKORT;DIGIKORT
DDEILNOU;DILUENDO
DEEIMMNR;DIMMEREN DIMMERNE MIMRENDE RIMMENDE
BDEENOOR;DOBROENE
DEEHNOPU;DOPHUENE
DEGINNOP;DOPINGEN PODINGEN
DEGNOORV;DOVOGNER GODVOREN GODVORNE
DEEENRRS;DRENERES RENDERES SERRENDE SNERREDE
DEEENRTT;DRETTENE NEDETTER RETTENDE TENDERTE TRETNEDE
DEFGIIRT;DRIFTIGE
DEHIRTYØ;DRITHØYE HØYTIDER
DIORRSTT;DRITSTOR
DEERRSUY;DRUESYRE
DEGNRTUU;DRUETUNG
DEEGGRTU;DRUGGETE
ADGGORSU;DUGGROSA
CDEILNTU;DULCINET
ADEKLSUU;DUSKELUA
DDEEKNSU;DUSKENDE SKUDDENE
DEGLMRVÅ;DVERGMÅL
DEGNRRVØ;DVERGØRN
DDEIRSTY;DYDSIRET
DEEKKNRY;DYKKEREN DYKKERNE RYKKENDE
DEEGLRRY;DYRLEGER
DEGNRRUY;DYRUNGER
DFIMORSY;DYSMORFI
ADDEILSØ;DØDSLEIA
DEELLSTØ;DØLLESTE
AADLPRTØ;DØRPLATA
ADNPSTVÅ;DÅPSVATN
DEGINNRÅ;DÅRINGEN RÅDINGEN ÅDRINGEN
BEEEGNRU;EGNEBUER
EEEGNRRT;EGRENERT GENERERT GRETNERE REGENTER
EEEIJRST;EJISERTE
EEFKKLOT;EKTEFOLK
EEFGILLT;ELGFILET FELLIGET
EEEILNUV;ELUVIENE
DEEEILSV;ELVESIDE SELVEIDE VEILEDES
EEELNRVØ;ELVEØREN
EEIIMNPR;EMPIRIEN
DEEELNSØ;ENDELØSE
EIIKRSST;ERISTISK SITSKIER STEIRISK
EEEJKNRT;ERKJENTE KJENTERE KJERNETE KJERTENE
EEELMRSØ;ERMELØSE
EEEHLRSU;ESELHUER
AAEEPRSS;ESSEPARA
EEIKSSTT;ESTETISK STIKSETE
EEELLNRT;ETERNELL TELLEREN TELLERNE TRELLENE
EELMRTTÅ;ETTERMÅL MÅLRETTE
BEEJNOTV;EVJEBOTN
AEEKNSVV;EVNESVAK
EEELORUV;EVOLUERE
AAFGIMNO;FAGOMANI
ADDEEFLN;FALDENDE
AEFLLNTT;FALLNETT
AABFGNRU;FANGBURA
AEEFFLRT;FAREFELT
AEFFGINR;FARGEFIN
ADFHNRSÅ;FARSHÅND
AAFLNSTÅ;FASTLÅNA
AAEFKKRT;FATREKKA
EEEFGIST;FEIGESTE
DEEEFINT;FEITENDE FEITNEDE
AEEFHLLR;FELLAHER HAFELLER
EEFGLLNO;FELLOGEN
EEFKKLRU;FELUKKER
EEFLMPRØ;FEMLØPER
EFILLMNO;FENOLLIM
DEEEFGNR;FERGENDE FREGENDE
EEEFNSTV;FESTEVNE
DEFGSTTU;FETTSUGD
AFGIIKNT;FIKTINGA
DEEFILLS;FILDELES
AADFILMT;FILMDATA
FGIILNST;FILTSING FISTLING
AFINNRSÅ;FINANSÅR
DEFIKNNU;FINDUKEN
FIKNRTTY;FINTRYKT
EFINRTVÆ;FINVÆRET
AEFFIORT;FIREFOTA
EEFGGILR;FIRELEGG FRILEGGE
AADEFIRR;FIRERADA
ADEFIIMR;FIRMAEID
AAFIKRTT;FIRTAKTA
DEFIIKST;FISKETID TIDEFISK
AEFIKSSØ;FISKEØSA
AFGIJMNS;FJAMSING
AFJKLORV;FJORKALV
EFIJLSTØ;FJØSTILE
ADFIKLLS;FLAKSILD
AEFKLLSØ;FLASKEØL ØLFLASKE
AAEFHLTU;FLAUHETA
EFLLOPRT;FLERPOLT
FGIIKLNR;FLIKRING
FIKLRSTÆ;FLIKSTÆR
AEFFILST;FLISEFAT STAFFELI
AAFGLMOS;FLOMSAGA
FLNORTTY;FLORTYNT
EFJLNOSØ;FLOSJØEN
FGILNOSS;FLOSSING
DEFLNNRY;FLYNDREN
EFLNNOSY;FLYSONEN
ADFKKNOS;FOKKSAND SANDFOKK
EFGKKLOS;FOKKSEGL
AABDFLOR;FORBLADA
BEFMORRS;FORBREMS
BFGINORY;FORBYING
DEFIORRV;FORDREIV FORDRIVE FORVERDI
DEFNORRØ;FORDØREN
EFFINORS;FORFINES FOSFINER
ADEFHORR;FORHERDA
AFKLLORU;FORKULLA
FIKMORRT;FORMRIKT
EEFNORRY;FORNYERE
AEFKKOPR;FORPAKKE
AFLOPRSS;FORPLASS
EFKORRTY;FORRYKTE
EFNORRTÅ;FORRÅTNE TÅRNOFRE
FIKORRSV;FORSKRIV
EFOORSTV;FORSOVET FORSTOVE
EFGORRSØ;FORSØRGE
FGIINORT;FORTIING
EFJNORTT;FORTJENT
AFKORRTØ;FORTØRKA
EFORSTTÅ;FOTSÅRET SÅRFOTET
ABEFRTTY;FRABYTTE
AEFGRTTÅ;FRAGÅTTE
ADEFMRRV;FRAMDREV
AFMRSTTØ;FRAMSTØT
AEFRRTTU;FRATRUET RUTEFART UTFARTER
AEEFMMNR;FREMMANE
EEFHRSST;FRESHEST
AEFKPRUÅ;FRUEKÅPA
DFLRSTYØ;FRYDLØST
EEFKRTTY;FRYKTETE
ABEFRRSY;FRYSBARE
EEFGRSTÆ;FRÆGESTE
EFHILRVØ;FRØHVILE
EFGGINRU;FUGERING
DEFLLNTU;FULLENDT
DEFGRTUÅ;FUTEGÅRD
EFGINNRY;FYRINGEN
AEFLMRÅØ;FØREMÅLA
EEFJKNRØ;FØRKJENE
EFNNRTVØ;FØRNEVNT
AFGINTYØ;FØYTINGA
AEGLLPSV;GALLVEPS
AEGLNOPP;GALOPPEN OPPLENGA POPNAGLE
AEEGGNNR;GANGEREN GANGERNE GNAGEREN GNAGERNE GNAGNERE
AFGGIKNS;GANGFISK
AGGLNSTY;GANGLYST
AEGGINNS;GASINGEN ISGANGEN SAGINGEN SEGNINGA
AAEFGRSS;GASSFARE
AGKLSSTY;GASSLYKT
ABEGKKTU;GATEBUKK
AEGSTTYØ;GATESTØY
AAEGMPTU;GAUPEMAT MAGEPUTA
AGGINRUV;GAUVRING
ABDEGNVÅ;GAVEBÅND
AAEGLNVÅ;GAVELÅNA
AEFGLLTV;GAVLFELT
DEEGITYØ;GEITØYDE
EEGMRTTY;GEMYTTER
EEEGNNRS;GENSEREN GENSERNE GRENSENE
EEFGNOOR;GEOFONER
EGILMNPÅ;GIMPENÅL
EGIJLORR;GIROLJER
AAGGIRST;GIRSTAGA
AGIIRSTT;GITARIST
DEGJLNTY;GJENLYDT
ABEGJRTT;GJETTBAR
AEGLLOTT;GLOTTALE
AGGKLNOU;GLUKAGON
EGKLLORY;GLYKOLER
AGGILNSØ;GLØSINGA
DEGILNNY;GNILYDEN LYDINGEN
DEEGKKOT;GODTEKKE
DEGLLOTU;GODTULLE
DEGLOTTØ;GODTØLET
DEEGOTTV;GODVETTE
AFGKLMOP;GOLFKAMP
EGLOPTVY;GOLVTYPE
AGGILMNO;GOMLINGA OMLAGING
ABBEEGNR;GRABBENE
AGNOPPRT;GRANTOPP
AAGKORSS;GRASSKOA
ADGPRTVY;GRAVDYPT
AEGGLRSS;GRESSLAG
EEGRSSTÅ;GRESSÅTE
GKORTTUV;GROVKUTT
GMORSSTU;GRUSOMST
EEGGLRTØ;GRØTLEGE
EGHIRTVÅ;GRÅHVITE HVITGRÅE
EEGILRRÅ;GRÅLEIRE LEIRGRÅE
EEGJLRSÅ;GRÅSELJE
GIKNNRSÅ;GRÅSKINN SKRÅNING
AGGIKLTU;GULAKTIG
EFGLLSTU;GULLFEST LUFTSEGL
AGILLMNU;GULLMINA MULLINGA
AGLLMORU;GULLMORA
AGLLSTUV;GULLSTAV
EGLLRSUY;GULLSYRE
ADGILLTU;GULLTIDA
EGILLPRU;GULPILER
BEGKOTTU;GUTTEBOK
EGLRTTUÅ;GUTTELÅR
AABEGHRU;HAGEBRUA
AEEGHMNN;HAGEMENN HENGEMAN
AAEFGHOS;HAGESOFA
AAEGHIPT;HAIGAPET
ADEEHKKN;HAKKENDE
AEHLLSTØ;HALELØST
AAGHILMN;HALMINGA HAMLINGA
AAHKLMOS;HALMSKOA
AABDHLNS;HALSBAND
AAFGHLNS;HALSFANG
AAHKLNOV;HALVKONA
AEHLMNNV;HALVMENN
AEHLMTTV;HALVMETT
AHKLMRVØ;HALVMØRK
AEHKKLSV;HALVSEKK
ABDEHINN;HANDBEIN
AABDHNOR;HANDBORA
AADFHNST;HANDFAST
ADDEHILN;HANDLEID
ADHKKNOR;HANDROKK
ADEHNPSÅ;HANDSÅPE
AAEHJKRT;HAREJAKT
AEHKRRSÅ;HARESKÅR SÅRHAKER
AEFHIMRR;HARMFRIE
AADEHRRS;HASARDER
AHJKLSTU;HASJLUKT
AEHLNTTÅ;HATTENÅL
ABEHNTUÅ;HAUBÅTEN
ABEHRTVÅ;HAVBÅTER
AEEHLLNV;HAVELLEN
AADEHKLV;HAVKALDE KALDHEVA
AEHNSSUV;HAVSUSEN
AEHNNRVØ;HAVØRNEN
EEFHORTT;HEFTEROT
EHIKKLOT;HEILKOKT
EEHILMNN;HEILMENN
EHILOTTV;HEILVOTT
EEFHIMSU;HEIMFUSE
EGHLNNRØ;HELGRØNN
EEHKLOSS;HELSESKO
DEEHLMSØ;HEMSEDØL
EEEHNRTV;HENREVET HEVERTEN
AEHKKNRY;HENRYKKA
ABDEEHRR;HERDBARE HERREBAD
DEEEHKNR;HERKENDE
EEHMOSTT;HESTETOM
ABEEGHTY;HETEBYGA
DEEEHNST;HETSENDE
EEHINNTV;HETVINEN
ABEEHIJN;HIJABENE
AGHIILNS;HILSINGA
DEEHIKNN;HINKENDE
DEHINTTV;HITVENDT TVIHENDT
AEHIILNV;HIVELINA
EHJKMNOS;HJEMSOKN
AEHJLMNU;HJULEMNA
DEHKLOSÅ;HODESKÅL
DEEHLNNO;HOLDENEN HOLNENDE
ADEHORVÅ;HOVEDÅRA
EGHILNNU;HULINGEN HUNNLIGE
EEHKLNNU;HULKENEN
EHLPSTUØ;HULSTØPE PUSTEHØL
EHIMNTTU;HUMITTEN
BEHINNRU;HUNNBIER
BEHRSTUÅ;HUSBÅTER
AHKORSSU;HUSKORSA
DEHIRSSU;HUSSIDER
EHKNOSSU;HUSSKOEN
AHLORSSV;HVALROSS
HIKMNTUV;HVITMUNK
ADEHRRTY;HYDRATER
AFGHINSY;HYFSINGA
DEEHNPRY;HYRPENDE
DEHINRTÆ;HÆRTIDEN
EGHLOTVØ;HØGLOVET
EEGHINVØ;HØGVEIEN
EGHINRRØ;HØRINGER
EHRSTVYØ;HØSTREVY
EHRSTTUØ;HØSTRUTE
EGHNSTTØ;HØSTTEGN
DHINSTVØ;HØSTVIND
DEEHLNVØ;HØVLENDE
ADEHLTYØ;HØYLADET
HKNORSYØ;HØYNORSK
EHNSTUYØ;HØYSTUEN
BEEHIRTÅ;HÅBEITER
ADGHLNTÅ;HÅNDLAGT
DEHNPRTÅ;HÅNDPERT
DEHKNRVÅ;HÅNDVERK
FHILNRTÅ;HÅNFLIRT
HILMNSTÅ;HÅNSMILT
EEEHIKST;IHEKSETE
EGHIIKNS;IHEKSING
EEIKKSTY;IKTESYKE
BDEEILLT;ILDBELTE
DEFILLRU;ILDFLUER
DDEGILRU;ILDGUDER
EIKKLLRS;ILLSKREK
EEILLMPR;IMPELLER
ADFINRRØ;INFRARØD
BEINNORR;INNBORER
BDEINNRY;INNBYDER INNEBYRD
AEHINNTT;INNEHATT
EEINNRRV;INNERVER
AHINNSTØ;INNHØSTA
EIIKLNNS;INNKILES
EILNNSYØ;INNLØYSE
EIINNRSU;INSINUER
EIIMNRTT;INTIMERT
EIILNOTT;IOLITTEN
EEIIKNRR;IRENIKER
EFGISSTU;ISGUFSET
EEHINSSU;ISHUSENE NISSEHUE SUSHIENE
AEFFIKNS;ISKAFFEN
EIIKKNRS;ISKIRKEN NISKREIK NISKRIKE
DEIOOPRS;ISOPODER
DEEEINPS;ISPEENDE PEISENDE SEIPENDE SNEIPEDE
EEILNPSÆ;ISPÆLENE
EEIJKRSS;ISSKJEER
AAILRSSV;ISVARSLA
AEIIRTTV;ITERATIV
DEEINRVÆ;IVÆRENDE
AEFGJLRY;JAGERFLY
AEEJKKNT;JAKTENKE
AAGIJKNT;JAKTINGA
AADJKLNT;JAKTLAND
AEJKNNTV;JAKTVENN
AEFJMRTØ;JAMFØRTE
AAEGJLMN;JAMLANGE
AJMORSTT;JAMSTORT
EEEIJLNR;JERNLEIE
EEJLNNRU;JERNLUEN JULERENN
EGJNNRTU;JERNTUNG
DEJKORTT;JORDTEKT
ABGIJLNU;JUBLINGA
AEJLOTTU;JULEOTTA
EEJLRTTU;JULERETT
AEJLSSTU;JULESTAS
DEEJLMNU;JUMLENDE
EEHIJNTU;JUNIHETE
EIJNNORU;JUNIOREN
AEEJNNTU;JUNTAENE
DEEJKNSY;JYSKENDE KYSJENDE
AEEFFKNR;KAFFEREN KAFFERNE
AEIIJKLN;KAILINJE
AADHKLMR;KALDHAMR
ADEKLTVÆ;KALDVÆTE
AAEKKLMN;KALEMANK
AAEKLLMS;KAMELSAL
AAGIKMNP;KAMPINGA
AEIKKLMP;KAMPLEIK
AAEKLLNV;KANELLAV VALLAKEN
AEGKLPPS;KAPPSEGL
AAEKRRTT;KARATERT
AEKKRRTV;KARTVERK
ABEKLSSY;KASSEBLY
AAGIKNSS;KASSINGA SAKSINGA
AEHKLTTY;KATTEHYL
AEHKRTTÅ;KATTEHÅR
EEEKMNPR;KEMPEREN KEMPERNE
EKNNOORT;KENOTRON KONNOTER KORTONEN KROTONEN TOKRONEN
EEIKKRRT;KIKERTER KRETIKER TREKIRKE TREKKERI
EIKLLSTÅ;KILESTÅL
IIKLOPRS;KILOPRIS
AAIKKNOS;KINASKOA
BEEIKKRU;KIRKEBUE
DEIKKLRY;KIRKELYD
AEIKKRRU;KIRKEURA
DEEJKLNØ;KJØLDENE KJØLENDE KJØLNEDE NEDKJØLE
AJKLNTVØ;KJØLVATN
EFIJKLRØ;KJØREFIL
AEEKLPPT;KLAPPETE
EKKLOSTT;KLESKOTT
AIKLMMOR;KLIMAROM
DDEEKLRU;KLUDREDE
EKLMMRTU;KLUMMERT
ABIKKNSV;KNIVSBAK
EFKKNOTU;KNOKEFUT
DEEKNNOP;KNOPENDE
AEGKMMNO;KOMMAGEN
DEKMNOOT;KONDOMET
FIKKLNOT;KONFLIKT
EEKOOPRT;KOOPTERE
EEKNOPPR;KOPPERNE KROPPENE
ADKNORRÅ;KORNRÅDA KRONRÅDA
AAKMORRT;KORTARMA ROMKARTA
EKOPRTTY;KORTTYPE
ADEEKMMR;KRAMMEDE
EFKRRSTÅ;KREFTSÅR
EGIKKNNR;KRENKING
EGIKKRRS;KRIGERSK
EEKNPRRY;KRYPEREN KRYPERNE
AIKNNPRY;KRYPINNA
AKLRSSVY;KRYSSAVL
GIKKLNRØ;KRØKLING
DEEKLLRØ;KRØLLEDE
EFIKKLSU;KULEFISK ULKEFISK
AGKLLRUV;KULLGRAV
EKMRRSUY;KUSYMRER
AEKLTTVÅ;KVALÅTET
AGIKMNNV;KVAMNING
EEEGKLSV;KVEGELSE
DEEEKLNV;KVELDENE KVELENDE
EEKNRTVV;KVERVENT
DEEEKSTV;KVESTEDE
EGIKLRVÆ;KVIGELÆR
DEEIKKNV;KVIKENDE KVIKNEDE VIKKENDE
EIKNNRVÅ;KVINNEÅR
GIIKNSTV;KVISTING SVIKTING
AAHIKLTV;KVITHALA
EIKRTTVÅ;KVITRÅTE
EIKKMRSY;KYMRISKE
DEEKLNNY;KYNDELEN KYNDLENE
ABKRSSTY;KYSSBART
FGKLSTUY;KYSTFUGL
EEKNTTVY;KYVETTEN
EGGIKLRØ;KØLIGGER
EKLNNOVØ;KØLOVNEN
EKLPRTYÅ;KÅLTYPER
DEEKNNRÅ;KÅRENDEN
EGIKNNTÅ;KÅTINGEN TÅKINGEN
ABBELRTU;LABBETUR
AABEILLN;LABIALEN
ADEIKLLY;LADYLIKE LYDLEIKA
AEFGGLNU;LAGFUGEN
AAGGILNR;LAGRINGA RAGLINGA RINGLAGA
ADEGLNNÅ;LAGÅNDEN
ADEELMMN;LAMMENDE
AADDLNRS;LANDDRAS
AADEGLLN;LANDLEGA
AADKLNSS;LANDSSAK
AADGHLNO;LANGHODA
AEILPPRV;LAPPVIER
ADJLORUV;LAUVJORD
AELLRUVØ;LAUVLØER
AEELLSVØ;LAØVELSE LESELØVA
AAGILNVØ;LAØVINGA
EEGIILMT;LEGITIME TIMELIGE
EEGILLRY;LEIRGLYE
BEEKLSSU;LEKEBUSS
AAELLNPT;LEPLANTA
EEEKLRRT;LERKETRE TRELEKER TRELERKE
EELLPSTU;LESEPULT
EEGLLRUV;LEVERGUL
BDEIILNO;LIBIDOEN
AEIKKLLN;LIKLAKEN
AGIIKLMT;LIMAKTIG
EEILNRVV;LINVEVER NILVEVER VIRVELEN VIRVLENE
DEIILOPR;LIPOIDER
EGIILNNR;LIRINGEN
EILOPPST;LISTEPOP LOPPISET OPPSEILT TOPPSEIL
EIIKLSTT;LITTISKE SKITTLEI TILSIKTE
BEILRVYØ;LIVBØYER
EIJLMRSÅ;LJÅSMIER
ADDGILNO;LODDINGA
ABGLNORÆ;LOGANBÆR
ELMNORVÆ;LOMVÆREN
EJLORRTU;LORJETUR
EHLORRSY;LOSHYRER
EEJLORSS;LOSJERES
AKLOSSTT;LOSTAKST
ELMNNOTT;LOTTMENN
EEGGLORV;LOVEGGER OVERLEGG VLOGGERE
AEFJLRUØ;LUEFJØRA
EFLRRTUØ;LUFTERØR TØRRFLUE
DEELLMRU;LURMELDE
EILLMNTY;LYNLIMET
BELRRSUY;LYSBRUER
ADEGLLSY;LYSGLADE LYSGLEDA
GILNSSTY;LYSGNIST SYNLIGST
AEHLLNSY;LYSHALEN
ELMNOSSY;LYSMOSEN
BEKLRSUÆ;LÆRBUKSE
AAKLRSTÆ;LÆRTASKA
EILNSTTÆ;LÆTTISEN
LMNNOSTØ;LØNNSOMT
EELPSTTØ;LØPESETT SØTEPLET
EILLSTVØ;LØSLIVET TVILLØSE
EILNPSSØ;LØSPENIS
AFLOSTTØ;LØSTOFTA
EGHLSTUÅ;LÅGHUSET
EGLNNOTÅ;LÅGTONEN
AGILNNTÅ;LÅNTAING NÅTLINGA
EELNRRVÅ;LÅRNERVE LÅRVENER
ADEJKLSÅ;LÅSKJEDA
EILNTTVÅ;LÅVENITT
ADEEGGMN;MAGGENDE
AEEJMSTT;MAJESTET
ABEKKLMO;MAKKEBOL MOLBAKKE
AAKLMNSÅ;MAKSLÅNA
AEEJMNNS;MANESJEN MENASJEN
AAELMNNU;MANUALEN
AEMOPPRT;MARETOPP
AAGHLMOR;MARGHOLA
AAGIMRRS;MARIGRAS
ADHIMNRÅ;MARIHÅND
AEHMSTYØ;MASTEHØY
AEMOSSTT;MASTESOT
ABDEMTTU;MATBUDET
AAIKMSTT;MATKISTA
AEEEILMV;MAVELEIE
AADEMRUY;MAYADUER
EGLLMNOU;MELONGUL
DEEEGLMR;MERGLEDE
AEEKMRRÅ;MERKEÅRA
DEIKKMOT;METODIKK
DILMPSTØ;MIDTLØPS
DGIIMNRT;MIDTRING
EEIMMNOS;MIMOSENE
AIIMNRTY;MINIATYR
EHIIMNST;MINIHEST
AGIJKMNU;MJUKINGA
ADJKLMNU;MJUKLAND
EEJKLMRØ;MJØLKERE
BEIILMOR;MOBILIER
BEMNOOST;MOSEBOTN
EFMNNOSU;MOSEFUNN
EIMOORTV;MOTORVEI
GIIMNOST;MOTSIING
ELLMOPST;MOTSPELL
EEGMNNOU;MUNGOENE
DEEKMNNU;MUNKENDE
AAMNNRTU;MUNNARTA
BEEIMRRU;MURERBIE
AILMPRRU;MURPILAR
DEEEMRSU;MUSEREDE
EEMRRSUØ;MUSEØRER
EILMMNSU;MUSLIMEN
AEMNNTTU;MUTANTEN
EGIMNNSY;MYSINGEN
AABKMNRØ;MØRBANKA
ADHKMORØ;MØRKHODA
EKKMORSØ;MØRKOKES
EEGKMNUÅ;MÅKEUNGE
EEGLMNVÅ;MÅLVEGEN
AABIKNOP;NABOPIKA
AEEFNNTT;NAFTENET
AAEHNRRU;NARREHUA
AAGLNTTU;NATTUGLA
AANRRTUV;NATURARV
BDEENSYØ;NEDBØYES
ADDELMNU;NEDMULDA
DDEEIMNS;NESEMIDD
EEEILNTT;NETTLEIE
EENNORRU;NEURONER
EIILNSST;NISLITES
AEMNNOSS;NONMESSA
DJKNORSY;NORDJYSK
ALMNORRÅ;NORMALÅR
DKMNOORS;NORSKDOM
ADEHNOOT;NOTEHODA
EIMNNSUØ;NUMINØSE
DEJNSTUY;NYDUSJET
EKNRRUVY;NYKURVER
IKNRSSUY;NYSIRKUS
ADDEKNSY;NYSKADDE
AAKNRTTY;NYTRAKTA
EFILMNRÆ;NÆRFILME
EELNRRSÆ;NÆRLESER
ANNORTYØ;NØYTRONA
ABDIINOS;OBSIDIAN
DEEMOORT;ODOMETER ODOMETRE
DEEORSSY;ODYSSEER
AEEGHJLO;OLJEHAGE
DEEHJLOR;OLJEHERD
EIJKLOTT;OLJEKITT
DIKLOOST;OLSOKTID
AGIMMNOR;OMARMING ROMMINGA
BDEEMNOY;OMBYENDE
EGJMORSØ;OMGJØRES
DEEGMNOÅ;OMGÅENDE
AEKKMOPS;OMPAKKES
EMOOPRST;OMPOSTER
EILOORTT;OOLITTER
EENOPPST;OPPESENT OPPNESET STOPPENE
AKLOPPRT;OPPKLART
EEIOPPRS;OPPREISE
AEGOPPST;OPPSAGET OPPSAGTE
ENOPPRTU;OPPTUREN
AENNOPTT;OPTANTEN PENTATON
AEJKLLOS;OSKJELLA
EEORRTTU;OUTRERTE
BDEGORVY;OVERBYGD
DEEKKORV;OVERDEKK
DEEOORSV;OVERDOSE
EGORTTVY;OVERGYTT TOGTYVER
ENNORSSV;OVNSRENS
ADDEPRSU;PADDESUR SURPADDE
AAELPSST;PALASSET
AAEILLPR;PALILAER
AELMPSSU;PALMESUS
AEFLMPTT;PAMFLETT
AELNNPTÅ;PANTELÅN
AABILPRU;PARABULI
AEEPRTTÅ;PARTÅETE
AEEEPSTV;PAVESETE
EEILPRRØ;PEILERØR ØREPILER
AEEGNPPT;PENGETAP
EEMPRRTU;PERMUTER RUMPERTE
EGIKPTTU;PIKEGUTT
EIKKLNPU;PIKKLUEN
DEEILLNP;PILLENDE
EINPRSVÆ;PINSEVÆR
AGIIKNPS;PISKINGA SKIPINGA SPIKINGA
AILOPTTV;PIVOTALT
EEJKPSTU;PJUSKETE
GIJNPRTU;PJUTRING
AEJLNNPS;PLANSJEN
AILLMPST;PLASTLIM
ALNPSSTØ;PLASTSNØ
BDIKLPTU;PLIKTBUD
DEIKLLPT;PLIKTDEL
DELNPRRY;PLYNDRER
AEEMNNPU;PNEUMAEN
AFGLOPRY;POLYGRAF
CEENOPRT;PONCERTE
AGGNOPST;POSTGANG
EELMOPTT;POTETMEL TOTEMPEL
EEPRRSTT;PRESTERT SPRETTER
ABEOPRRV;PROVERBA
ADEGHPRY;PRYDHAGE
DIKNPRVY;PRYDKNIV
MOPRSTVØ;PRØVSOMT
EGLNPUVØ;PUNGLØVE
DEENNPSU;PUNSENDE
BEEKLPRÅ;PÅKLEBER
GILNPRUÅ;PÅLURING
EGINPTVÅ;PÅTVINGE
ADDEIRRS;RADDISER
AELMMORV;RAMMELOV
AAEKKPRS;RAPSKAKE
AAENNRSS;RASANSEN
AEFPRRSØ;RASPEFRØ
AAKORRSV;RAVKORSA
AAENPRRV;RAVNEPAR
AELLNNRØ;REALLØNN
ADDEEHRT;REDDHETA
ADEEERRT;REDETREA
AEEEGLRR;REGALERE
EEGIRRSS;REGISSER
EEKKLRSÅ;REKESKÅL
AEHLLMRU;REMHULLA
EELMRRSÅ;REMLÅSER
DEEIPRRU;REPUDIER
ENNORRSØ;RESONNØR
AERRSTTÅ;RETTSÅRA
EEIRRTTV;RETVITRE TVIRRETE TVITRERE
AEEEHLRV;REVEHALE
EEELPRSV;REVEPELS
EEENRSVY;REVYSENE
DEFIRRTØ;RIDEFØRT TØRRFEID
EFGILRRØ;RIGLEFØR
EIIKORRS;RISIKOER SIKORIER
AIKLLRSS;RISSKALL
AIRSSTTV;RISTSTAV
CEIKLORV;ROCKELIV
EEFORRTØ;ROEFRØET
AJNOORST;ROTASJON
ABNNORRT;ROTBRANN
AAOPRRST;ROTRASPA
EFLORRUV;ROVFLUER
EELMMNRU;RUMMELEN
ADKLNRUU;RUNDKULA
