AEILNRST;SITRALEN SNILEART TILRANES
ADEIOPPT;OPPETIDA
DELNOPPT;OPPLENDT
DEEOPPRS;OPPREDES OPPSEDER REDESOPP
AELMOPPS;OPPSAMLE
EEILOPPS;OPPSEILE
DEINOPPS;OPPSIDEN
AIKOPPST;OPPSIKTA
ADNOPPST;OPPSTAND
BDDILNOR;ORDBLIND
BDENORRÅ;ORDBÅREN ORDBÅRNE
ADKNOPPR;ORDKNAPP
DENNOORT;ORDTONEN
DEGLLORY;ORGELLYD
EEENOSST;OSSETENE
EEOPSTTY;OSTETYPE
EIKNOSVV;OVNSKIVE
AAEGINNP;PAGINAEN
ABEKKNPU;PAKKBUEN
AAEIKKPR;PAKKERIA
AALMPRSY;PALSMYRA SPRAYMAL
AEENPPRY;PAPYRENE
ABDEILLP;PEDALBIL PILEBLAD
AEIKMMNP;PEMMIKAN
EEENPRTT;PERETTEN PRENTETE PRETTENE REPETENT TERPENET TERTEPEN
AEHPSSTU;PESTHUSA
AEILLPUV;PILELAUV PLUVIALE
ABEIOPPR;PIPEBORA
AEIKLPPU;PIPELUKA
AEHINPPS;PIPHASEN
DEHIOPRR;PIRHODER
AEIIKPRR;PIRKERIA
AEEJLPTT;PJALTETE
EJLOPRTT;PJOLTRET
GIIKLNPT;PLIKTING
AGGILNOP;PLOGINGA
EGGILOPT;PLOGTEIG TEIGPLOG
ADILPSSU;PLUSSIDA
GILNPSSU;PLUSSING
EGLLNPSØ;PLØGSLEN
EIMNNOPU;PNEUMONI
CEEKOPRT;POCKETER
ADILOOPR;POLAROID
IIKLOPST;POLITISK STILKOPI
ADILMOPY;POLYAMID
EMNOPSSU;POSSUMEN
GIOOPRST;POSTGIRO
AEEKKPRR;PRAKKERE
ABKKOPRT;PRAKTBOK
BDEEENPR;PREBENDE
EHLLNPRU;PRENHULL
EEEPRRST;PRESTERE RESEPTER SPERRETE
GIIMNPRS;PRIMSIGN
EENOOPRV;PROVOENE
EKOPRSSY;PSYKOSER
EGGLPSTU;PUGGLEST
EIJLPSUV;PULJEVIS
EELNPPTU;PULPETEN
ELPRRSUÅ;PULSÅRER
GGINPRSU;PUNGGRIS
EGNPRSUU;PUSUNGER
AGINPTTY;PYTTINGA
DEENNPSØ;PØNSENDE SPØNENDE
BENPRTYÅ;PÅBRYNTE
EEHKPSTÅ;PÅHEKSET
AEKLLPRÅ;PÅKALLER
DEELMPTÅ;PÅMELDTE
MNPRSTÅØ;PÅMØNSTR
EEGNPRRÅ;PÅREGNER ÅRPENGER
EENNPSTÅ;PÅTENNES
EEFRRTTU;REFUTERT
AEEEGGNR;REGGAEEN REGGAENE
EHILLMRU;REIMHULL
EGIJNRRØ;REINGJØR
EGHINRRÅ;RENHÅRIG
EEKNRTTT;RETTENKT
AAEEFRRV;REVEFARA
EEENRTVÅ;REVEÅTEN
EEEIRRTV;REVIERET
BBDEEINR;RIBBENDE
EIIJLMNR;RIMLINJE
EEJLNOOR;ROEOLJEN
FGLLNORU;ROGNFULL
JMNOPRSU;ROMPUNSJ
EMOORRST;ROMSTORE
LNNORRSØ;RORSLØNN
BENOORRS;ROSENBOR
EEFJORRS;ROSJEFER
ENOORRTV;ROTEROVN
ENORRTTÅ;ROTRÅTEN
EEGKRRUÅ;RUGÅKERE
DKNRSSUY;RUNDKYSS
AGRSSTUÅ;RUSTGÅSA
DEEGGNRY;RYGGENDE
ADKLLRUØ;RØDKULLA
ADMRRTVØ;RØDVARMT VARMRØDT
EEJKRRSØ;RØRESKJE SKJØRERE
FKLRTUYØ;RØYKLUFT
DEKNRYÅØ;RØYKÅNDE
DEENNRYØ;RØYNDENE RØYNENDE
EGNRRUYØ;RØYUNGER
EENRRVYØ;RØYVNERE
EILPRSSÅ;RÅSLIPES
AAGKKORS;SAGROKKA
AAEFKLLS;SAKEFALL
AAKLSSTU;SAKLAUST UTKLASSA
AFLLMSTU;SAMFULLT
AAEMNNPS;SAMPANEN
AAGLMNSÅ;SANGMÅLA
AKNPRSSÅ;SANSPRÅK
AEFIMPSS;SAPFISME
AAEHRSUÅ;SAUEHÅRA
AEKKMSUØ;SAUEMØKK
ACEILLNS;SCILLAEN
AEFGLLSY;SEGLFLYA
AEGLLRSÆ;SEGLLÆRA
AAEKLPSS;SELSKAPA
EELSSTTV;SELVSETT
DEELRSVV;SELVVERD
EEGNNOSS;SESONGEN
DEEELSTT;SETTLEDE SLETTEDE
EEEFHLNS;SHELFENE
EHORRSST;SHORTSER
EGIILLRS;SIGILLER
DEGIIMOS;SIGMOIDE
BDDEILOS;SILDEBOD
DEHILSVÅ;SILDEHÅV
EIKKLMSY;SILKEMYK
IINORSST;SITRONIS
ADEEJKSS;SJASKEDE
AGIJKNSS;SJASKING
EEEJNRSV;SJENEVER
GIIJNRST;SJIRTING
ABDJLOSU;SJUDOBLA
ABJKRSUØ;SJØBRUKA
EFGIJSTØ;SJØFEIGT
ADHJRSTØ;SJØHARDT
AAJKRSTØ;SJØKARTA
AEJLMPSØ;SJØPALME
AKLPSSTØ;SKAPLØST
AFKKLOSU;SKAUFOLK
AADKRSUÅ;SKAURÅDA
AHIKSTTY;SKIHYTTA
IKMOPRSS;SKIPSORM SKIPSROM
AAGIKLSS;SKISALGA
EIKKNOSS;SKISKOEN
EEJKMSTT;SKJEMTET
IJKLPRSØ;SKJØRPIL
EEKKORSS;SKOESKER
BGKNNOSU;SKOGBUNN
AGKMOSSU;SKOGMUSA
AGKORSSÅ;SKOGSRÅA
GIKLLOSV;SKOGVILL VILLSKOG
EGKNOSSÅ;SKOGÅSEN
EKOSTTYØ;SKOTØYET
EKKLRSSU;SKRUKLES
EIKKSTVY;SKYKVITE
DKLNPSUÅ;SKÅLPUND
BEKRRSUÅ;SKÅRBUER
ACEKLNSS;SLACKSEN
AAGGILNS;SLAGINGA
AAGLNNSV;SLAGVANN VANNSLAG
ADILPPST;SLAPPTID
AFILLOSV;SLAVOFIL
EEEILPSV;SLEPEVEI
GILNNSVØ;SLØVNING SNØVLING
ELNPSSTÅ;SLÅPNEST
EHILLMOS;SMILEHOL
DEEKKMSU;SMUKKEDE
GIKKMNSU;SMUKKING
EJMNRRSØ;SMØRJERN
ABEMNNSÅ;SMÅBANEN SMÅBANNE
AABMNRSÅ;SMÅBARNA
BDEMSTUÅ;SMÅBUDET
EEKMRSSÅ;SMÅESKER
EGIMNNSÅ;SMÅINGEN SÅMINGEN
EIKKMRSÅ;SMÅKIRKE
EELMNSSÅ;SMÅNESLE
EIKMNSSÅ;SMÅSKIEN
AEMRSSVÅ;SMÅVERSA
AHNOPSST;SNAPSHOT
IIKLLNRS;SNILLRIK
AGINNOSS;SNOSINGA
AGINNRSÆ;SNÆRINGA
EHLNNSUØ;SNØHULEN
ENNORSSØ;SNØROSEN
EKKNSTYØ;SNØTYKKE
EKNNSTÅØ;SNØTÅKEN
HILOSTTV;SOLHVITT
AADLLNOS;SOLLANDA
ELLMORSÅ;SOLMÅLER
AEGLLOSS;SOLSEGLA
AEEMMPST;SPAMMETE
BDEEPSTÅ;SPEEDBÅT
EENPSSTT;SPENSTET SPENTEST
IKNNOPSV;SPONKNIV
ANNOPSTT;SPONTANT
EPRRSTYØ;SPRØYTER
EIPRSSUØ;SPURIØSE
ABBDEEST;STABBEDE
ABBGINST;STABBING
AKLLSTTU;STALLUKT
AGGINNST;STANGING
ABEMSTTÅ;STEAMBÅT
DEGISSTT;STEDIGST
BEIINSTT;STEINBIT STIBINET
EEEKKNST;STEKKENE
HIKKLOST;STIKKHOL
HLORSTTY;STORHYLT
EKOORSST;STORKOSE STOROKSE
EEIRSTTT;STREITET TISTRETE
DGORSSTØ;STRØGODS
EEGGSTUV;STUEVEGG
EKNSSTTØ;STØKNEST
ENOSSTYØ;STØYSONE
AKLLOSTÅ;STÅLKLOA
DEKNOSUU;SUDOKUEN
EFFLRSTU;SUFFLERT
AADMNPSU;SUMPANDA
AADORRSV;SVARORDA
EGIINPSV;SVEIPING
EELNOSVV;SVOVELEN
BELRSTYÆ;SYLTEBÆR
EIMMRSTY;SYMMETRI
EEHRRSUY;SYREHUER
EEMMNRSY;SYREMMEN
EERRSSTY;SYREREST
EEMNRRSÆ;SÆREMNER
AILRSSTÆ;SÆRLISTA
AGNORRSÆ;SÆRORGAN
EEGLRRSÆ;SÆRREGEL
FIMRSTTØ;SØMFRITT
EORSSTTØ;SØTOSTER
ALNSSUVØ;SØVNLAUS
AEHRRSVÅ;SÅHARVER
AEHIIRTT;TAHITIER
AAGIKKNT;TAKKINGA
AEKORTTT;TAKTROET TOTAKTER
AEELSTTT;TALESETT
DEEENSTÅ;TEDÅSENE ÅSTEDENE
AEEEFNTT;TEFATENE
EEGILMMT;TEMMELIG
DEEEMPRT;TEMPREDE
AENNSSTT;TENNSATS
EHILLRRT;THRILLER
ADILSSTÅ;TIDSLÅSA
GIJLORTT;TILGJORT
EIJKLPTØ;TILKJØPE
IKLRTTYØ;TILRØYKT
EGILLSST;TILSEGLS
DDIKLSTU;TILSKUDD
DDEILSTY;TILSYDDE
DEEINPPT;TIPPENDE
ADEGJOTT;TJODGATE
AGIJNNOT;TJONINGA
EGIJRTUÅ;TJUEÅRIG
EEJKNNTU;TJUKNENE
DEEJKNTÅ;TJÅKENDE
EELOPTTØ;TOLØPETE
AGIMMNOT;TOMMINGA
DEHLNOOT;TONEHOLD
EGLOPPST;TOPPSEGL
AAGORRTV;TORGVARA
BKORRTUV;TORVBRUK
AKKNOSST;TOSKANSK
AALPRTVØ;TRAVLØPA
DEERRTVÅ;TREDVEÅR
EFIKKRRT;TREKKFRI
ELORSTTT;TRESLOTT
EINORTTT;TRITONET
ALRRSTUÆ;TRUSLÆRA
ENRSTTTU;TRUTNEST
GINRTTYØ;TRØYTING
ADFRSTTÅ;TRÅDFAST
BEENSTUU;TUBUSENE
EELLNNTU;TUNELLEN
CGKNORTU;TUNGROCK
DDGNORTU;TUNGRODD
AAEJPRTU;TUPAJAER
EEENNSTU;TUSENENE UTESENEN
EEELNTTU;TUTELENE
EEFNNOTY;TYFONENE
EENNSTTY;TYNNESTE
AELPRTYÆ;TYPELÆRA
EGINNPTY;TYPINGEN
EEJNOTVY;TYVJOENE
IKOPRRTØ;TØRRKOPI
EEJNSTTØ;TØTSJENE
AEITTUYØ;TØYETUIA
AIKNNTYØ;TØYKANIN
DEEHKOTÅ;TÅKEHODE
BEEHRTUÅ;UBEHÅRET
DEFRTTUØ;UDRØFTET
EFLLMORU;UFORMELL
EEGILLUV;ULEVELIG
EEKKLNUY;ULYKKENE
EIKMNTUU;UNIKUMET
AIKPRUVÅ;UPÅVIRKA
EGGINRRU;URGERING
EINRRSUU;URINSURE
AEKRRSUU;URSKAUER
AEEKKTTU;UTAKKETE
DGINPTUY;UTDYPING
DDEFIRTU;UTFRIDDE
EGJORTTU;UTGJORTE
AEEGJTTU;UTJAGETE
DEJORRTU;UTJORDER
ENPSSTUØ;UTPØNSES
GIINSTUV;UTSIVING UTVISING
DDEIMSTU;UTSMIDDE
EIKKSTTU;UTSTIKKE
AAGLSTTV;VALGSTAT
AADIMNUV;VANADIUM
AKLNNPUV;VANNKULP
AENNTVYØ;VANNØYET VANTØYNE
AABEORRV;VAREBROA
AEJKPRVØ;VAREKJØP
AEHKSSUV;VASKEHUS
AEJKLSSV;VASSKJEL
AERSSVYØ;VASSRØYE VASSØYER
ADEELNVV;VAVLENDE
AEGGOPRV;VEGGROPA
EGLSTTVÅ;VEGSLÅTT
EEGIRSVV;VEGVISER
DEEHIRVÅ;VEIDEHÅR
BDEEGLVY;VELBYGDE
AELLMTVØ;VELLMØTA
DDEKLOSV;VELSKODD
AEGIMMNV;VEMMINGA
EGGRSTVY;VESTRYGG
EERSTUVV;VEVSTUER
DEEIIMRV;VIDIMERE
ADEIKNVV;VIDVANKE
AEEGINVV;VIEGAVEN
DEEGGINV;VIGGENDE
ILLMOSTV;VILLSOMT
ILLOPRSV;VILLSPOR
AGIILMNV;VIMLINGA
ADDILNOV;VINLODDA
EEIJNNSV;VINSJENE
AEILNSVZ;VIZSLAEN
DEGILLOV;VOLDELIG
DDEELNOV;VOLDENDE VONDLEDE
LNORTUVÆ;VOLUNTÆR
BEKNORVÆ;VÆRBOKEN
BGNOSTVÅ;VÅGSBOTN
DELNTTVÅ;VÅTLENDT
EEEHNRTY;YRHETENE
AELRSYÆØ;ÆRELØYSA
AELSTTUÆ;ÆTTLAUSE
BEGLNNOØ;ØLBONGEN
EEHLRRUØ;ØREHULER
AEHLLRUØ;ØREHULLA
EEENRRTØ;ØRRETENE
DEEENRVØ;ØVREENDE
EEHLOTYØ;ØYEHOLET
BDEENTÅØ;ÅBØTENDE
DEGILNNÅ;ÅLENDING
BELPRSÅØ;ÅRSBELØP
AEIRRSSÅ;ÅRSREISA
AELOPTTÅ;ÅTTEPOLA
ACEENOTT;ACETONET
AEEFFRTU;AFFUTERE
AAGLORRV;AGRARLOV
AIIKKNST;AKTINISK
ABBEELNU;ALBUEBEN
AADEFLLR;ALLFADER
AADELLNV;ALVELAND LAVLENDA
AAFIKMPR;AMFIKARP FRAMPIKA
AAEKLLNØ;ANALKLØE
ADDEEHNO;ANDEHODE
AEEEIMNN;ANEMIENE ANIMEENE
AEKKLLNU;ANKELKUL
AGILNNPØ;ANLØPING
AAENNSST;ANSATSEN
AFOOPRST;APOSTROF FOTSPORA
AAIKKRSV;ARKIVSAK SAKARKIV
AEORRRST;ARTROSER ROSTRAER
AEKLRRVÆ;ARVEKLÆR VAREKLÆR
AADDEKLS;ASKELADD
AAKLNNSØ;ASKLØNNA
ABEKKPSU;ASPEBUKK
AAEKLLPS;ASPEKALL
AEEJKSSU;AUSESKJE
ADMOORTU;AUTODROM
AFINOOTU;AUTOFONI
AABELTTV;AVBETALT
ABGIINTV;AVBITING
AEGGHINV;AVHENGIG
ADDEEKOV;AVKODEDE
AAEEPRRV;AVPARERE REVEPARA
AEGGIRRV;AVRIGGER
AAKOSTTV;AVSKOTTA
AEPSSTVØ;AVSTØPES
AABDEHSU;BADEHUSA
ABDEEKPÅ;BADEKÅPE
AABEGLLN;BAGALLEN
AABDEEJR;BAJADERE
ABBDEKOR;BAKEBORD BOKBADER
ABEFKLLU;BAKFULLE
AABKKLRS;BALKARSK
AABIKLNN;BANKLINA KANNIBAL
AABDEMRR;BARDAMER BREDARMA
ABELOORR;BAROLOER
ABEGRRUÅ;BAUGÅRER
ABBEGINO;BEBOINGA
BDEEEGIT;BEEDIGET
BDEEEFRT;BEFERDET
BEEEGPRT;BEGREPET
BEEGRTTÅ;BEGRÅTTE
BEEEGHNR;BEHENGER
BEGHINVØ;BEHØVING
BEFILLNU;BEINFULL
BEEKMRRY;BEKYMRER BYMERKER
BDEEELMN;BELMENDE
BEGIMNYØ;BEMØYING
BEGGLNRY;BERGLYNG
BEEELRTT;BERTLETE
BEEKSSTY;BESKYTES
BEEMRSSØ;BESMØRES
BEESTTVØ;BESTØVET
BDEEENTV;BEVENDTE
BEGIILSV;BEVISLIG
ABGIIMST;BIGAMIST
BEFGIINT;BIGIFTEN
AABIKLUV;BIKLAUVA
ABIKKNOV;BIKONKAV
BEILLNSÅ;BILLÅSEN BLÅSILEN
BEINRRTÆ;BINÆRTRE
ABIKLLOU;BIOKULLA
BEIOOPRT;BIOTOPER
BEILLORR;BIROLLER
BDEEKLYØ;BLEKØYDE
ABFIKKLT;BLIKKFAT
BDEIILNV;BLINDVEI
BIIKLNSV;BLINKVIS
BILLNSTY;BLITSLYN
ABBDELNO;BLODBANE
BDEGILLO;BLODIGLE
BDEEKKLO;BLOKKEDE
BGIKKLNO;BLOKKING
BDDEELNO;BLONDEDE DOBLENDE
ABEILRRÆ;BLÆRERIA
ABEHLTTØ;BLØTHETA
ABEGLLRÅ;BLÅALGER
BEFLRSYÅ;BLÅFRYSE
ABEKKLNÅ;BLÅNAKKE
BEELLRSÅ;BLÅSELER
BLMRSTÅØ;BLÅSTRØM
BELNNOTÅ;BLÅTONEN
BLORSTTÅ;BLÅTROST
ABKKLOSV;BOKSKALV
BEEMMNOR;BOMMEREN BOMMERNE BROMMENE
BELLMNOU;BOMULLEN
BDEGNOOT;BONDETOG
BEENNOTT;BONETTEN
ABGIKNOO;BOOKINGA
BBDEINOR;BORDBEIN
ABFLNNRY;BRANNFLY FLYBRANN
AABLMNNR;BRANNMAL
ABEGGRTT;BRATTEGG
BEEEJNRS;BRESJENE
BDDEEGIR;BRIGDEDE
BELNOPRÆ;BROPÆLEN
BEJORSST;BROTSJES
BDNRRTUØ;BRUNRØDT RØDBRUNT
BDKNORRØ;BRØDKORN KORNBRØD
BDEHLORÅ;BRÅHOLDE
ABGINNRÅ;BRÅNINGA
BDEEEINU;BUDEIENE
BEEFLLRU;BUFELLER
BDEEKKNU;BUKKENDE
BEIILMNU;BULIMIEN
BLNNSTUØ;BUNNLØST
ABNNSTTU;BUNNSATT
BEKNSSUØ;BUSSKØEN
AABNRSSU;BUSSRANA
BDEFMORY;BYDEFORM
BDEEGIVY;BYGDEVEI
ABEGGIRY;BYGGERIA
BEGJORTY;BYGJORTE
BEJKLNOY;BYKJOLEN
ABELNNPY;BYPLANEN
BDENNRUY;BYRUNDEN
ABEENNVY;BYVANENE
BEELTTUØ;BØTTELUE
BEEIPRYØ;BØYEREIP
BDLNSTÅØ;BÅNDLØST
ABFMORTÅ;BÅTFORMA
ABGLOTVÅ;BÅTGOLVA
ACEMPRSU;CAMPUSER
ACEGINNS;CASINGEN
CEENNORS;CENSOREN
CEEIMSTU;CESIUMET
CEKLNOSY;CEYLONSK
ACEEELNR;CLEANERE
CELRSTTU;CLUSTRET
CEEIPRSU;CUPSEIER CUPSEIRE
ACDEINTT;DACITTEN
AADEGGLN;DAGELANG DAGLANGE
ADELLPTØ;DALLØPET
AADGIMNP;DAMPINGA
AADGINSS;DASSINGA
AADEFJST;DATASJEF
AADDEEKR;DEKAEDRA
DEIJNOSS;DESISJON
CDEIMRTU;DICTUMER
DEIIKSTT;DIETTISK
DEGIINNR;DINERING DREINING INDIGNER NIDINGER RIDINGEN
DEGHIIST;DISIGHET
DEIJKLPU;DJUPLEIK
BDDEILOT;DOBILDET
DEFGGIOR;DOGGFRIE
ADGGLOSU;DOGGLAUS
DEHLLORU;DOHULLER ULLHODER
DEKOPSUÅ;DOKUSÅPE
DEEGGORV;DOVEGGER
ADELOSTW;DOWLASET
ADKRTTYØ;DRAKTTØY
DDEELOPR;DROPLEDE
DEEOPPRT;DROPPETE OPPREDET OPPREDTE TROPPEDE
DDEENPRU;DRUPENDE PUDDERNE PUDRENDE
DEGGILRY;DRYGELIG
ADEFJRUØ;DUEFJØRA
AADEJKTU;DUEJAKTA
DEEGGILU;DUGELIGE GUDELIGE
DGIKSTTY;DYKTIGST
DDEELNTY;DYLTENDE
DEEFJRSY;DYREFJES
BDDENRTØ;DØDBRENT
ADDRSTUØ;DØDSTRUA
DEGGILNØ;DØGNLIGE
DGINNRUØ;DØGNURIN
DEELLNUØ;DØLELUEN
BDEGORRØ;DØRBOGER
ADEHRRVØ;DØRHAVER
DEERRTTØ;DØRTREET RØDTREET
DDEKRSTÅ;DÅDSTERK
BEIJNOTT;EBJONITT
DEELLSTÅ;EDELSTÅL
DEEFKTYØ;EFØYDEKT
EEGGMRSØ;EGGESMØR
EEGGKSTY;EGGESYKT SKYGGETE
EEKRRSSØ;EKSERSØR
DDEEIKTV;EKTEVIDD
BDEEEMST;EMBETSED
EEMNRRTÆ;EMNETRÆR
DEFMNOOR;ENDOMORF
AEEEMNSS;ENEMESSA SESAMENE
AEEEFNNS;ENFASENE
EEEIRTTV;ETTERVEI VEITERET
EEENRTTØ;ETTØRENE
EOPRTTUY;EURYTOPT
EEGGINUV;EVIGUNGE
EELNOTVV;EVOLVENT
AAEFGGNR;FAGGRENA
AEFGMTTØ;FAGMØTET
AAEFHKLM;FALKEHAM
AEFIJLLN;FALLINJE
ADFILLNV;FALLVIND VINDFALL
AAFNNRSV;FARSNAVN
BEEFRRTY;FEBERYRT
AEEFHNNV;FEHAVNEN
EEEFIKLU;FEIELUKE
AEEFFGIR;FEIERFAG
BDEFGLNÅ;FELGBÅND
BEEFLLOS;FELLESBO
AABDEFLM;FEMBLADA
DEEEFMNT;FEMTENDE
EEEFIRRS;FERIERES
EEFHJRSU;FERJEHUS
EEFMSTTØ;FESTMØTE
AFGILLMT;FILMGALT
EFIIJNRS;FINISJER
EFFIKORS;FISKEFOR
EFIJLLRS;FJELLRIS
EFGIJNNR;FJERNING
FJKORSTØ;FJØRKOST FORSKJØT
ACEFLMNO;FLAMENCO
AEEFLMMT;FLAMMETE
AEEFLNPP;FLAPPENE
ADFHLNTÅ;FLATHÅND
AAFGLNTT;FLATTANG
EEEFILNP;FLEIPENE
BDEFLLOR;FLERDOBL
EEEFLRRT;FLERRETE
FGIILMNR;FLIMRING
AFLMORRØ;FLOMRØRA
FLMOORST;FLOMSTOR LOFTSROM STORFLOM STORMFLO
BDFLNORÅ;FLORBÅND
EFLLORTT;FLORLETT
EFLORTVÆ;FLOVÆRET
AEEFGGLU;FLUEEGGA
ADFILLTU;FLUIDALT FULLTIDA
DFIKLTTU;FLUKTTID
BEFKLSYØ;FLYBESØK
AEFGHLMY;FLYGEHAM
ABFLRTTY;FLYTBART FLYTTBAR
DEEFNNSY;FNYSENDE
DFGILNNO;FOLDNING
EFGKLOOT;FOLKETOG
AADFNORR;FORANDRA FRAORDNA NORDAFRA
EFOPRRSØ;FORESPØR FRØPOSER SØRPEFOR
EFORSSTÅ;FORESTÅS
DEEFHORR;FORHERDE HEREFORD
ADFHNORÅ;FORHÅNDA
AAFMOPRT;FORMTAPA
EFKMORRØ;FORMØRKE
EEFORRSS;FORSERES
AFFKORST;FORSKAFT
EFNOORRS;FORSONER FORSOREN FORSORNE
EFORRTTU;FORTURET FORURETT FOTRUTER FOTTURER
EFNNORRU;FORUNNER
ABDFNOTÅ;FOTBÅNDA
EFNOOPST;FOTPOSEN
AAFLOSTT;FOTSALTA
FINNORTT;FOTTRINN
AFMRRSTÅ;FRAMSTÅR
AAFMNNRT;FRAMTANN
DDEEFRSU;FREDSDUE
EEFGGLMR;FREMLEGG
EFGIMMNR;FREMMING
AFIINNRS;FRISINNA
AFKRRTTU;FRUKTART
ADFGLLRU;FULLGARD
EFIKLLNY;FYLLIKEN
EFNNRTYØ;FYRTØNNE
AEFHLRÅØ;FØLEHÅRA
EEFKNTTÅ;FÅTENKTE
AFGGNRTØ;GANGFØRT
AAEGJRRS;GARASJER
ACEGNNOR;GARCONEN GARCONNE
ADGHRSSU;GARDSHUS
AEFGLLTY;GATEFYLL TEGLFLYA
DEEEGINP;GEIPENDE
EEGIISTT;GEITESTI
BEEGKNOO;GEOBOKEN
EEEGLLRS;GESELLER
EEEGKNNS;GESENKEN
EEGJLLST;GJELLEST
EGGIJLNS;GJESLING
EGJKRSYØ;GJØKSYRE
EGJLRRTØ;GJØRTLER
ACGKLMOR;GLAMROCK
AGGILNNS;GLANSING SANGLING SLAGNING SLANGING
AAGLRSSV;GLASSVAR
AEGLSSYØ;GLASSØYE ØYEGLASS
DDEGILRØ;GLIDEDØR
EEGLOPPR;GLOPPERE
AGGNOSTT;GNAGSOTT
DEGORTVÆ;GODVÆRET
ADGOOSTU;GOUDAOST
AAEGGRTV;GRAVGATE
AGMRRTVY;GRAVMYRT
AAGNRRUV;GRAVURNA
AEGNRRVÆ;GRAVÆREN RAVGÆREN RAVGÆRNE
BBEEGIRT;GRIBBETE
ADEGGORR;GRODAGER
EEGNORSZ;GROSZENE
AGMOORSV;GROVMOSA
ABBEGLRU;GRUBBELA
EEGNPPRU;GRUPPENE
EGMMORSU;GRUSOMME
EGHRRTUØ;GRØTHUER
EEGIRRVÅ;GRÅVIERE
ADGGIKTU;GUDAKTIG
EEGLLRRU;GULERLER
GGLNRTUØ;GULGRØNT
DEGLLRUØ;GULLRØDE
EGLLRTUÅ;GULLÅRET RÅGULLET
EGLRTUUV;GULVURET
DEEGLLNY;GYLLENDE
EEGGILSY;GYSELIGE
AGHLORRØ;GØRRHOLA
EGINNPRÅ;GÅPINNER ÅPNINGER
EEGKSSTÅ;GÅSESTEK
EEGRSYÅØ;GÅSEØYER
EGGNRSUÅ;GÅSUNGER
AABDEGHL;HAGEBLAD
AABEGHKO;HAGEBOKA
AAEGHLTT;HAGLETTA HALEGATT
AEHKKLOV;HAKKELOV
ADDHILST;HALDSTID
AEFHILLO;HALOFILE
AADGHLRV;HALVGARD
AAHLPRTV;HALVPART HVALPART
ADDEHLRV;HALVREDD LEDDHARV
AADHILTV;HALVTIDA
AHLRTTVØ;HALVTØRT
AEHLRSVV;HALVVERS
AEHLMMOR;HAMLEROM HELROMMA
AEFHMPRØ;HAMPEFRØ
ABDEHNNU;HANDBUEN
AADHMNRV;HANDVARM
ABHJKRSU;HASJBRUK
AAEHKSST;HASTESAK
AAHILSTT;HATLISTA
AAEHIRRV;HAVARIER
AEEGGHRV;HAVEGGER
ABEEHIIT;HEIBEITA
EGHILLTU;HEILGULT
DEGHIMRÅ;HEIMGÅRD
EHILSTTÅ;HEISLÅTT
DEEHIKKT;HEKKETID
DEEEHKLT;HELDEKTE
EEHILLTV;HELTELIV
EEEHILNV;HELVEIEN
EEFHNRRØ;HENFØRER
EGHILNOO;HENOLOGI
EEEHLNPS;HENSLEPE HESPELEN HESPLENE
BEHIORRV;HERBIVOR
EEHLSSTØ;HESTELØS HESTLØSE
EEEHISTV;HESTEVEI
EFHIRRTØ;HITFØRER
EEHIINTV;HITVEIEN
AEFHJLMT;HJEMFALT
DEEHJMST;HJEMSTED
DEHLOOST;HODESTOL
AEHLMOOT;HOLEMOTA
EHILLOSV;HOLSLEIV
EHLLORSY;HOLSYLER
AAEGHLOP;HOPELAGA
AEHOPPRS;HOPPSAER
BDEHNOSÅ;HOSEBÅND
AGHILLNU;HULLINGA
EEHLNNUV;HULVENEN
DEHLNPUØ;HUNDELØP
DEHRRSUØ;HUSDØRER
EHKRSTUU;HUSKETUR KURHUSET
AAFHLSTU;HUSLAFTA
AHMOSTTU;HUSTOMTA
AAHKSTUV;HUSVAKTA VAKTHUSA
DEEHINNV;HVINENDE
AHILTTUV;HVITLUTA
EHIMSTVÅ;HVITMÅSE
DHIPRTUV;HVITPUDR
DEEHITTV;HVITTEDE
BEHIRRSY;HYBRISER
ADEHLLRY;HYLLERAD
EEHLLRTY;HYLLETRE TREHYLLE
BEEHLPRY;HYPERBEL
DEHINOPY;HYPNOIDE
ADHINNRY;HYRDINNA
EHKOSTTY;HYTTEKOS
ABEHILNÆ;HÆLBEINA
AEHMRSUÆ;HÆRMUSEA
ABDGHORØ;HØGBORDA
EEGHSTTØ;HØGETSET HØGSETET
AEGGHRTØ;HØGGATER
DEGHMOTØ;HØGMODET
AGHINNSØ;HØGSINNA HØNSINGA
EEHKKRSØ;HØKERSKE
EGHILNNØ;HØLINGEN
EHINRVÅØ;HØRENIVÅ
EHMNSTÅØ;HØSTMÅNE
BEHINTYØ;HØYBEINT
DEEHLSYØ;HØYDELES HØYSLEDE
EHLMORYØ;HØYMOLER
EFHILRYØ;HØYREFIL
DGHILSTÅ;HÅDLIGST
BDEHNRUÅ;HÅNDBUER
DEGHNPRÅ;HÅNDGREP
DGHKNORÅ;HÅNDKORG
DEHNNRSÅ;HÅNDRENS
EHLLRSTÅ;HÅRSTELL
AADEGILL;IDEALLAG
DEEEHIKS;IHEKSEDE
AADIKLLN;ILDKANAL
AADIKLSS;ILDKASSA
ADILLSTÅ;ILDSTÅLA
AAEIMMRT;IMAMATER
EEIIMRTT;IMITERTE
DEIIKNNS;INDISKEN
ABHIILNT;INHABILT
AEIKNNNR;INNANKER
DEGHINNU;INNHUGDE
